10MAINBKGRP20260607IE12BOFI90000012345678EUR
20TX-2026-000120260607PMT-REF-20001                 000000001001CRINV-2026-8001            Party_1                       
20TX-2026-300820260607PMT-REF-23008                 000000004008CRINV-2026-11008           Party_3008                    
20TX-2026-300920260607PMT-REF-23009                 000000004009CRINV-2026-11009           Party_3009                    
20TX-2026-301020260607PMT-REF-23010                 000000004010CRINV-2026-11010           Party_3010                    
20TX-2026-301120260607PMT-REF-23011                 000000004011CRINV-2026-11011           Party_3011                    
20TX-2026-301220260607PMT-REF-23012                 000000004012CRINV-2026-11012           Party_3012                    
20TX-2026-301320260607PMT-REF-23013                 000000004013CRINV-2026-11013           Party_3013                    
20TX-2026-301420260607PMT-REF-23014                 000000004014CRINV-2026-11014           Party_3014                    
20TX-2026-301520260607PMT-REF-23015                 000000004015CRINV-2026-11015           Party_3015                    
20TX-2026-301620260607PMT-REF-23016                 000000004016CRINV-2026-11016           Party_3016                    
20TX-2026-301720260607PMT-REF-23017                 000000004017CRINV-2026-11017           Party_3017                    
20TX-2026-301820260607PMT-REF-23018                 000000004018CRINV-2026-11018           Party_3018                    
20TX-2026-301920260607PMT-REF-23019                 000000004019CRINV-2026-11019           Party_3019                    
20TX-2026-302020260607PMT-REF-23020                 000000004020CRINV-2026-11020           Party_3020                    
20TX-2026-302120260607PMT-REF-23021                 000000004021CRINV-2026-11021           Party_3021                    
20TX-2026-302220260607PMT-REF-23022                 000000004022CRINV-2026-11022           Party_3022                    
20TX-2026-302320260607PMT-REF-23023                 000000004023CRINV-2026-11023           Party_3023                    
20TX-2026-302420260607PMT-REF-23024                 000000004024CRINV-2026-11024           Party_3024                    
20TX-2026-302520260607PMT-REF-23025                 000000004025CRINV-2026-11025           Party_3025                    
20TX-2026-302620260607PMT-REF-23026                 000000004026CRINV-2026-11026           Party_3026                    
20TX-2026-302720260607PMT-REF-23027                 000000004027CRINV-2026-11027           Party_3027                    
20TX-2026-302820260607PMT-REF-23028                 000000004028CRINV-2026-11028           Party_3028                    
20TX-2026-302920260607PMT-REF-23029                 000000004029CRINV-2026-11029           Party_3029                    
20TX-2026-303020260607PMT-REF-23030                 000000004030CRINV-2026-11030           Party_3030                    
20TX-2026-303120260607PMT-REF-23031                 000000004031CRINV-2026-11031           Party_3031                    
20TX-2026-303220260607PMT-REF-23032                 000000004032CRINV-2026-11032           Party_3032                    
20TX-2026-303320260607PMT-REF-23033                 000000004033CRINV-2026-11033           Party_3033                    
20TX-2026-303420260607PMT-REF-23034                 000000004034CRINV-2026-11034           Party_3034                    
20TX-2026-303520260607PMT-REF-23035                 000000004035CRINV-2026-11035           Party_3035                    
20TX-2026-303620260607PMT-REF-23036                 000000004036CRINV-2026-11036           Party_3036                    
20TX-2026-303720260607PMT-REF-23037                 000000004037CRINV-2026-11037           Party_3037                    
20TX-2026-303820260607PMT-REF-23038                 000000004038CRINV-2026-11038           Party_3038                    
20TX-2026-303920260607PMT-REF-23039                 000000004039CRINV-2026-11039           Party_3039                    
20TX-2026-304020260607PMT-REF-23040                 000000004040CRINV-2026-11040           Party_3040                    
20TX-2026-304120260607PMT-REF-23041                 000000004041CRINV-2026-11041           Party_3041                    
20TX-2026-304220260607PMT-REF-23042                 000000004042CRINV-2026-11042           Party_3042                    
20TX-2026-304320260607PMT-REF-23043                 000000004043CRINV-2026-11043           Party_3043                    
20TX-2026-304420260607PMT-REF-23044                 000000004044CRINV-2026-11044           Party_3044                    
20TX-2026-304520260607PMT-REF-23045                 000000004045CRINV-2026-11045           Party_3045                    
20TX-2026-304620260607PMT-REF-23046                 000000004046CRINV-2026-11046           Party_3046                    
20TX-2026-304720260607PMT-REF-23047                 000000004047CRINV-2026-11047           Party_3047                    
20TX-2026-304820260607PMT-REF-23048                 000000004048CRINV-2026-11048           Party_3048                    
20TX-2026-304920260607PMT-REF-23049                 000000004049CRINV-2026-11049           Party_3049                    
20TX-2026-305020260607PMT-REF-23050                 000000004050CRINV-2026-11050           Party_3050                    
20TX-2026-305120260607PMT-REF-23051                 000000004051CRINV-2026-11051           Party_3051                    
20TX-2026-305220260607PMT-REF-23052                 000000004052CRINV-2026-11052           Party_3052                    
20TX-2026-305320260607PMT-REF-23053                 000000004053CRINV-2026-11053           Party_3053                    
20TX-2026-305420260607PMT-REF-23054                 000000004054CRINV-2026-11054           Party_3054                    
20TX-2026-305520260607PMT-REF-23055                 000000004055CRINV-2026-11055           Party_3055                    
20TX-2026-305620260607PMT-REF-23056                 000000004056CRINV-2026-11056           Party_3056                    
20TX-2026-305720260607PMT-REF-23057                 000000004057CRINV-2026-11057           Party_3057                    
20TX-2026-305820260607PMT-REF-23058                 000000004058CRINV-2026-11058           Party_3058                    
20TX-2026-305920260607PMT-REF-23059                 000000004059CRINV-2026-11059           Party_3059                    
20TX-2026-306020260607PMT-REF-23060                 000000004060CRINV-2026-11060           Party_3060                    
20TX-2026-306120260607PMT-REF-23061                 000000004061CRINV-2026-11061           Party_3061                    
20TX-2026-306220260607PMT-REF-23062                 000000004062CRINV-2026-11062           Party_3062                    
20TX-2026-306320260607PMT-REF-23063                 000000004063CRINV-2026-11063           Party_3063                    
20TX-2026-306420260607PMT-REF-23064                 000000004064CRINV-2026-11064           Party_3064                    
20TX-2026-306520260607PMT-REF-23065                 000000004065CRINV-2026-11065           Party_3065                    
20TX-2026-306620260607PMT-REF-23066                 000000004066CRINV-2026-11066           Party_3066                    
20TX-2026-306720260607PMT-REF-23067                 000000004067CRINV-2026-11067           Party_3067                    
